"1012396","U","0500","0900"
"1130220","M","1500","1200"
"1130810","M","1500","1200"
"1130885","M","1500","1400"
"1131211","M","1600","0600"
"1131288","M","1500","1300"
"1131455","M","1600","0600"
"1131583","M","1500","1200"
"1131742","M","1600","0600"
"1131767","M","1500","1400"
"1132021","M","1600","0600"
"1132264","M","1500","1200"
"1132279","M","1500","1400"
"1133235","M","1500","1400"
"1133350","M","1500","1400"
"1133364","M","1500","1200"
"1133516","M","1500","1200"
"1133582","M","1500","1400"
"1134689","M","1600","0600"
"1134736","M","9100","1100"
"1134867","M","1500","1400"
"1134983","M","1500","1200"
"1135001","M","1600","0600"
"1135330","M","1500","1200"
"1135495","M","1500","1200"
"1135668","M","1500","1200"
"1135871","M","1500","1200"
"1135935","M","1500","1200"
"1136047","M","1500","1200"
"1136168","M","1500","1200"
"1136258","M","1500","1400"
"1136347","M","1500","1400"
"1136395","M","1500","1200"
"1136419","M","1500","1200"
"1136516","M","1600","0600"
"1136615","M","1500","1400"
"1136716","M","1500","1200"
"1136815","M","1500","1200"
"1136875","M","1500","1200"
"1137089","M","1500","1200"
"1137527","M","1500","1200"
"1137590","M","1600","0600"
"1137771","M","1500","1200"
"1137904","M","1500","1200"
"1138045","M","1500","1200"
"1138301","M","1500","1400"
"1138319","M","1500","1200"
"1138341","M","1500","1200"
"1138428","M","1500","1200"
"1138606","M","1500","1200"
"1138641","M","1500","1200"
"1138685","M","1500","1200"
"1138753","M","1500","1200"
"1138902","M","1500","1200"
"1139569","M","1500","1200"
"1259059","U","1800","2240"
"1350091","M","1500","1200"
"1350358","M","1500","1200"
"1351043","M","1500","1200"
"1351381","M","1500","1200"
"1351684","M","1500","1200"
"1351951","M","1500","1200"
"1352219","M","1500","1200"
"1352594","M","1500","1200"
"1352917","M","1500","1200"
"1353201","M","1500","1200"
"1355496","M","1500","1200"
"1355675","M","1500","1200"
"1355801","M","1500","1200"
"1356636","M","1500","1200"
"1356789","M","1500","1200"
"1359427","M","1500","1200"
"1670401","U","1800","3600"
"1671218","U","1800","3600"
"1676054","M","2600","0640"
"1862661","U","",""
"1862881","M","0700","0150"
"1864556","M","0700","0150"
"2503688","M","1700","0200"
"3330244","M","1500","1200"
"3330453","M","1500","1200"
"3330539","M","1500","1200"
"3330628","M","1500","1200"
"3330797","M","1500","1200"
"3330828","M","1500","1200"
"3330842","M","1500","1200"
"3330880","M","1500","1200"
"3330954","M","1500","1200"
"3331020","M","1500","1200"
"3331038","M","1500","1200"
"3331116","M","1500","1200"
"3331131","M","1500","1200"
"3331179","M","1500","1200"
"3331338","M","1500","1200"
"3331428","M","1500","1200"
"3331533","M","1500","1200"
"3331728","M","1500","1200"
"3331782","M","1500","1200"
"3331820","M","1500","1200"
"3332066","M","1500","1200"
"3332217","M","1500","1200"
"3332311","M","1500","1200"
"3332384","M","1500","1200"
"3332406","M","1500","1200"
"3332442","M","1500","1200"
"3332521","M","1500","1200"
"3332538","M","1500","1200"
"3332610","M","1500","1200"
"3332661","M","1500","1200"
"3332722","M","1500","1200"
"3332732","M","1500","1200"
"3332770","M","1500","1200"
"3332776","M","1500","1200"
"3332812","M","1500","1200"
"3333060","M","1500","1200"
"3333282","M","1500","1200"
"3333321","M","1500","1200"
"3333678","M","1500","1200"
"3333736","M","1500","1200"
"3333745","M","1500","1200"
"3333934","M","1500","1200"
"3334036","M","1500","1200"
"3334074","M","1500","1200"
"3334232","M","1500","1200"
"3334259","M","1500","1200"
"3334317","M","1500","1200"
"3334322","M","1500","1200"
"3334820","M","1500","1200"
"3334888","M","1500","1200"
"3334992","M","1500","1200"
"3335015","M","1500","1200"
"3335056","M","1500","1200"
"3335279","M","1500","1200"
"3335324","M","1500","1200"
"3335420","M","1500","1200"
"3335556","M","1500","1200"
"3335610","M","1500","1200"
"3335694","M","1500","1200"
"3335878","M","1500","1200"
"3335949","M","1500","1200"
"3335987","M","1500","1200"
"3336009","M","1500","1200"
"3336073","M","1500","1200"
"3336293","M","1500","1200"
"3336327","M","1500","1200"
"3336351","M","1500","1200"
"3336357","M","1500","1200"
"3336411","M","1500","1200"
"3336458","M","1500","1200"
"3336639","M","1500","1200"
"3336723","M","1500","1200"
"3336783","M","1500","1200"
"3336879","M","1500","1200"
"3336918","M","1500","1200"
"3336961","M","1500","1200"
"3337038","M","1500","1200"
"3337048","M","1500","1200"
"3337198","M","1500","1200"
"3337347","M","1500","1200"
"3337504","M","1500","1200"
"3337523","M","1500","1200"
"3337587","M","1500","1200"
"3337590","M","1500","1200"
"3337592","M","1500","1200"
"3337670","M","1500","1200"
"3337883","M","1500","1200"
"3337957","M","1500","1200"
"3338444","M","1500","1200"
"3338534","M","1500","1200"
"3338667","M","1500","1200"
"3338741","M","1500","1200"
"3338912","M","1500","1200"
"3339206","M","1500","1200"
"3339214","M","1500","1200"
"3339550","M","1500","1200"
"3339591","M","1500","1200"
"3339722","M","1500","1200"
"3339743","M","1500","1200"
"3339917","M","1500","1200"
"3339935","M","1500","1200"
"3780290","M","1700","3500"
"3780821","U","1700","3400"
"3780945","M","1700","1300"
"3781684","M","1700","3300"
"3782387","M","1700","3300"
"3782601","M","1700","3500"
"3782923","M","1700","3300"
"3783222","M","1700","3300"
"3783280","M","1700","3300"
"3783331","M","1700","3300"
"3783512","M","1700","3300"
"3783589","M","1700","3300"
"3783866","M","1700","3300"
"3784721","M","1700","3500"
"3785033","M","1700","3500"
"3786107","M","1700","1300"
"3786168","U","1700","3400"
"3786445","M","1700","1300"
"3786448","U","1700","3400"
"3786786","M","1700","1300"
"3787093","U","1700","3400"
"3789479","M","1700","3500"
"3789703","M","1700","3300"
"4127261","U","1800","2240"
"4127424","U","1800","2240"
"5861037","M","1700","3400"
"5861655","M","1700","0700"
"5861984","M","1700","3400"
"5862022","M","1700","0700"
"5862118","M","1700","3400"
"5862760","U","",""
"5863133","M","1700","3500"
"5863401","M","1700","3500"
"5863620","M","1700","3300"
"5866174","M","1700","3400"
"5866741","M","1700","3400"
"5866927","M","1700","3300"
"5867102","M","1700","3300"
"5867294","M","1700","3300"
"5867661","M","1700","3300"
"5867717","M","1700","3400"
"5867852","M","1700","3400"
"5868005","M","1700","3300"
"5868594","M","1700","3400"
"5869040","M","1700","3400"
"5869277","M","1700","3300"
"5869560","M","1700","3300"
"5869671","M","1700","3400"
"5869993","U","",""
"6000055","M","2050","0300"
"6000160","M","2050","0300"
"6000299","U","1700","3500"
"6000890","U","2050","1400"
"6001170","M","2050","1400"
"6001239","U","2050","1600"
"6001303","U","2050","1600"
"6001770","M","1700","3700"
"6001881","U","1700","3400"
"6001926","M","1700","0700"
"6002152","U","1700","3400"
"6002352","U","2050","1600"
"6002414","U","1700","3500"
"6002509","U","1700","3400"
"6002793","M","1700","3700"
"6002812","U","1700","3400"
"6002937","U","2050","1600"
"6003060","M","1700","3400"
"6003169","U","1700","3400"
"6003600","U","2050","1600"
"6003876","M","1700","0600"
"6003912","U","1700","3500"
"6003981","U","2050","1400"
"6004199","U","1700","3400"
"6004352","U","1700","3400"
"6004706","U","1700","3400"
"6004853","U","1700","3500"
"6005081","U","2050","1400"
"6005718","M","1700","3700"
"6005992","U","1700","3500"
"6006759","U","1700","3400"
"6006929","U","1700","3700"
"6007259","U","1700","3400"
"6007409","U","1700","0700"
"6007430","M","1700","3500"
"6007440","U","1700","3400"
"6007576","U","1700","3500"
"6007645","U","1700","3500"
"6007725","U","1700","0700"
"6007920","U","1700","3700"
"6007997","U","1700","3400"
"6008287","M","1700","3400"
"6008345","U","1700","3400"
"6009081","U","1700","3400"
"6009417","U","2050","1600"
"6009546","U","1700","3300"
"6009551","U","2050","1600"
"6009874","U","1700","3300"
"6009970","U","1700","3400"
"6586145","M","2600","0690"
"6586824","M","2600","0690"
"9165221","M","1410","2100"
"9226782","U","2800","0100"
"2428305","U","1800","0350"
"5556920","U","2500","9900"
"5186779","M","1700","3150"
"2226402","M","1500","1200"
"2220407","M","1500","1200"
"2222881","M","1500","1200"
"2229182","M","1500","1200"
"2229266","M","1500","1200"
"2229537","M","1500","1200"
"2227656","M","1500","1200"
"2224405","M","1500","1200"
"2224041","M","1500","1200"
"2222877","M","1500","1200"
"4128380","U","1800","2240"
"4124972","U","1800","2240"
"1417081","M","0975","0300"
"5663950","U","3000","9900"
"3285971","M","1700","3400"
"3286229","M","1700","3400"
"2500777","M","1500","1200"
"6984520","M","2600","0450"
"2228556","M","2100","0250"
"2500683","M","1500","1200"
"2506006","M","1500","1200"
"2505435","M","1500","1200"
