"1000008","M","2000","0200","M"
"1000012","M","0900","0900","M"
"1000014","M","2900","1550","M"
"1000018","M","1000","1000","M"
"1000019","M","3000","0300","M"
"1000020","M","1000","1000","M"
"1000021","M","1000","1000","M"
"1000025","M","2000","9900","M"
"1000027","M","2200","0500","M"
"1000029","M","0900","1000","M"
"1000032","M","1200","1000","M"
"1000034","M","3000","0300","M"
"1000036","M","0600","0100","M"
"1000037","M","0200","0200","M"
"1000049","M","1700","2500","M"
"1000050","M","1700","2500","M"
"1000052","M","1700","2500","M"
"1000055","M","1800","0210","M"
"1000056","M","1800","0210","M"
"1000058","M","0800","0300","M"
"1000059","M","0800","0300","M"
"1000060","M","3000","0300","M"
"1000061","M","0800","0300","M"
"1000066","M","1000","1000","M"
"1000069","M","1000","0300","M"
"1000074","M","1700","0100","M"
"1000077","M","1700","1300","M"
"1000079","M","2000","9900","M"
"1000086","M","2200","0500","M"
"1000087","M","1700","2500","M"
"1000091","M","1700","1100","M"
"1000092","M","0900","1000","M"
"1000096","M","1700","2100","M"
"1000107","M","1700","9900","M"
"1000108","M","3000","0300","M"
"1000109","M","1700","3000","M"
"1000112","M","1700","3000","M"
"1000117","M","0200","0200","M"
"1000120","M","0850","0400","M"
"1000124","M","2500","0100","M"
"1000129","M","1000","1600","M"
"1000131","M","1800","0310","M"
"1000135","M","2000","0100","M"
"1000137","M","0600","0100","M"
"1000139","M","2000","0100","M"
"1000140","M","0500","0725","M"
"1000141","M","0900","0200","M"
"1000142","M","2000","0100","M"
"1000145","M","1400","9900","M"
"1000147","M","1400","9900","M"
"1000156","M","1700","2500","M"
"1000164","M","1400","9900","M"
"1000165","M","1700","2500","M"
"1000166","M","1600","2500","M"
"1000172","M","1000","1000","M"
"1000174","M","0500","0750","M"
"1000175","M","2900","1550","M"
"1000179","M","1600","1000","M"
"1000182","M","3000","0500","M"
"1000183","M","0900","0900","M"
"1000184","M","0800","0300","M"
"1000188","M","0800","0300","M"
"1000190","M","1000","0400","M"
"1000194","M","0800","0300","M"
"1000210","M","1000","1000","M"
"1000213","M","1800","0400","M"
"1000215","M","1700","1100","M"
"1000218","M","2100","0250","M"
"1000225","M","0200","0100","M"
"1000227","M","1000","0100","M"
"1000235","M","1700","0100","M"
"1000238","M","0900","9900","M"
"1000240","M","1000","0300","M"
"1000245","M","1700","1300","M"
"1000249","M","2500","0100","M"
"1000259","M","2200","2300","M"
"1000261","M","1300","0210","M"
"1000270","M","1700","2500","M"
"1000273","M","0500","0150","M"
"1000274","M","2200","0500","M"
"1000275","M","0500","0725","M"
"1000281","M","0500","0100","M"
"1000282","M","0500","0400","M"
"1000284","M","1000","0400","M"
"1000288","M","0500","0100","M"
"1000293","M","0900","1000","M"
"1000294","M","1200","0150","M"
"1000296","M","1700","4300","M"
"1000298","M","1700","2100","M"
"1000299","M","1700","4200","M"
"1000311","M","1400","1200","M"
"1000316","M","1000","1800","M"
"1000321","M","1700","1100","M"
"1000324","M","7140","1700","M"
"1000335","M","2000","0100","M"
"1000341","M","1700","9900","M"
"1000342","M","2100","0300","M"
"1000343","M","0500","0100","M"
"1000346","M","0400","0100","M"
"1000347","M","1700","1750","M"
"1000352","M","1400","1200","M"
"1000353","M","1700","3000","M"
"1000358","M","1400","1200","M"
"1000360","M","0850","0300","M"
"1000373","M","0800","0300","M"
"1000379","M","1000","0800","M"
"1000399","M","1000","0400","M"
"1000405","M","0500","0200","M"
"1000411","M","1000","1600","M"
"1000417","M","1800","0310","M"
"1000418","M","1000","0700","M"
"1000425","M","1000","1800","M"
"1000427","M","1000","0700","M"
"1000429","M","1000","1000","M"
"1000430","M","2000","0100","M"
"1000436","M","2000","0200","M"
"1000437","M","2000","0100","M"
"1000439","M","3000","0400","M"
"1000443","M","2000","0100","M"
"1000446","M","0500","0725","M"
"1000448","M","1410","0600","M"
"1000452","M","2000","0100","M"
"1000459","M","1700","3150","M"
"1000468","M","0900","0150","M"
"1000473","M","0900","0300","M"
"1000474","M","1200","0300","M"
"1000488","M","0800","0300","M"
"1000499","M","2300","0100","M"
"1000502","M","1900","0400","M"
"1000518","M","1700","1300","M"
"1000522","M","1400","9900","M"
"1000525","M","1700","2500","M"
"1000527","M","1000","1000","M"
"1000529","M","1600","2500","M"
"1000535","M","0600","0500","M"
"1000548","M","1000","1000","M"
"1000565","M","2600","0500","M"
"1000572","M","0600","0500","M"
"1000573","M","1700","0200","M"
"1000574","M","1000","0300","M"
"1000575","M","1600","0500","M"
"1000583","M","1000","0400","M"
"1000586","M","0800","0300","M"
"1000596","M","1400","0900","M"
"1000599","M","0800","0300","M"
"1000610","M","1700","0800","M"
"1000638","M","0800","0300","M"
"1000644","M","1700","3800","M"
"1000645","M","0800","0300","M"
"1000653","M","1700","2000","M"
"1000658","M","0800","0300","M"
"1000661","M","1000","0900","M"
"1000664","M","0500","0200","M"
"1000668","M","0800","0300","M"
"1000669","M","1000","1000","M"
"1000670","M","1000","1800","M"
"1000674","M","0500","0675","M"
"1000676","M","0500","0625","M"
"1000678","M","2900","0650","M"
"1000682","M","1000","0700","M"
"1000695","M","1700","2900","M"
"1000696","M","2800","0100","M"
"1000703","M","0500","0100","M"
"1000704","M","1700","1350","M"
"1000707","M","1400","1200","M"
"1000710","M","1200","0300","M"
"1000720","M","1000","0400","M"
"1000726","M","1700","0400","M"
