"3871692","M","1000","0100","M"
"3871913","M","1000","0100","M"
"3872220","M","1000","0100","M"
"3877032","M","1000","0100","M"
"3877044","M","1000","0100","M"
"3877454","M","1000","0100","M"
"3879286","M","1000","0100","M"
"3877547","M","1000","0100","M"
"3878015","M","1000","0100","M"
"3878333","M","1000","0100","M"
"3874413","M","1000","0100","M"
"3874620","M","1000","0100","M"
"3875063","M","1000","0100","M"
"3875672","M","1000","0100","M"
"3875771","M","1000","0100","M"
"3874948","M","1000","0100","M"
"4123973","M","1000","0100","M"
"4123545","M","1000","0100","M"
"3785026","M","1000","0100","M"
"2429990","M","1000","0100","M"
"4124942","M","1000","0100","M"
"4124763","M","1000","0100","M"
"3870048","M","1000","0100","M"
"3870778","M","1000","0100","M"
"3870073","M","1000","0100","M"
"4129489","M","1000","0100","M"
"3870042","M","1000","0100","M"
"3870041","M","1000","0100","M"
"7909685","M","1100","0300","M"
"7311827","M","1100","0300","M"
"7878474","M","1100","0300","M"
"8025257","M","1100","0300","M"
"1323892","M","1100","0300","M"
"2350014","M","1100","0300","M"
"2350015","M","1100","0300","M"
"2350012","M","1100","0300","M"
"2367743","M","1100","0300","M"
"1325282","M","1100","0300","M"
"2021403","M","1100","0300","M"
"2020380","M","1100","0300","M"
"1322516","M","1100","0300","M"
"1322437","M","1100","0300","M"
"1325924","M","1100","0300","M"
"1326692","M","1100","0300","M"
"1325634","M","1100","0300","M"
"1325643","M","1100","0300","M"
"1325334","M","1100","0300","M"
"1326076","M","1100","0300","M"
"1329906","M","1100","0300","M"
"1329098","M","1100","0300","M"
"1329003","M","1100","0300","M"
"2466922","M","1100","0300","M"
"2460000","M","1100","0300","M"
"5149663","M","1100","0300","M"
"5146015","M","1100","0300","M"
"2707932","M","1100","0300","M"
"5756086","M","1100","0700","M"
"8882529","M","1100","0700","M"
"5756586","M","1100","0700","M"
"5759254","M","1100","0700","M"
"7906488","M","1100","0700","M"
"7902941","M","1100","0700","M"
"7901004","M","1100","0700","M"
"5758827","M","1100","0700","M"
"5754569","M","1100","0700","M"
"9661181","M","1100","0700","M"
"8028449","M","1100","0700","M"
"5752935","M","1100","0700","M"
"9667561","M","1100","0700","M"
"9661741","M","1100","0700","M"
"9663637","M","1100","0700","M"
"9660000","M","1100","0700","M"
"9664378","M","1100","0700","M"
"8020007","M","1100","0700","M"
"8022455","M","1100","0700","M"
"8021425","M","1100","0700","M"
"8028409","M","1100","0700","M"
"8025597","M","1100","0700","M"
"8022869","M","1100","0700","M"
"5753869","M","1100","0700","M"
"8028361","M","1100","0700","M"
"8024192","M","1100","0700","M"
"1320026","M","1100","0700","M"
"1320025","M","1100","0700","M"
"1320024","M","1100","0700","M"
"1323686","M","1100","0700","M"
"1324110","M","1100","0700","M"
"2424888","M","1100","0700","M"
"2359614","M","1100","0700","M"
"1325207","M","1100","0700","M"
"1323229","M","1100","0700","M"
"1323111","M","1100","0700","M"
"1323647","M","1100","0700","M"
"1322105","M","1100","0700","M"
"2426015","M","1100","0700","M"
"1320009","M","1100","0700","M"
"1320005","M","1100","0700","M"
"1320001","M","1100","0700","M"
"2280002","M","1100","0700","M"
"2426203","M","1100","0700","M"
"2350011","M","1100","0700","M"
"1322658","M","1100","0700","M"
"2425376","M","1100","0700","M"
"1320017","M","1100","0700","M"
"2353326","M","1100","0700","M"
"2420130","M","1100","0700","M"
"2367858","M","1100","0700","M"
"1320027","M","1100","0700","M"
"1320073","M","1100","0700","M"
"2421664","M","1100","0700","M"
"2421493","M","1100","0700","M"
"2024639","M","1100","0700","M"
"1322053","M","1100","0700","M"
"1322448","M","1100","0700","M"
"1322380","M","1100","0700","M"
"1322290","M","1100","0700","M"
"1322098","M","1100","0700","M"
"2424674","M","1100","0700","M"
"1321935","M","1100","0700","M"
"1321888","M","1100","0700","M"
"1321869","M","1100","0700","M"
"2361387","M","1100","0700","M"
"2361860","M","1100","0700","M"
"1323826","M","1100","0700","M"
"2288498","M","1100","0700","M"
"1329992","M","1100","0700","M"
"1329975","M","1100","0700","M"
"2283574","M","1100","0700","M"
"1326311","M","1100","0700","M"
"2280423","M","1100","0700","M"
"1326494","M","1100","0700","M"
"1325577","M","1100","0700","M"
"1328706","M","1100","0700","M"
"1328195","M","1100","0700","M"
"1327947","M","1100","0700","M"
"1327862","M","1100","0700","M"
"1329330","M","1100","0700","M"
"2283337","M","1100","0700","M"
"1329500","M","1100","0700","M"
"1327639","M","1100","0700","M"
"2429673","M","1100","0700","M"
"2466276","M","1100","0700","M"
"5140960","M","1100","0700","M"
"5141058","M","1100","0700","M"
"5141719","M","1100","0700","M"
"5142051","M","1100","0700","M"
"5142373","M","1100","0700","M"
"5142382","M","1100","0700","M"
"5142593","M","1100","0700","M"
"2468044","M","1100","0700","M"
"4127339","M","1100","0700","M"
"2463768","M","1100","0700","M"
"4127204","M","1100","0700","M"
"2462139","M","1100","0700","M"
"2429707","M","1100","0700","M"
"4129222","M","1100","0700","M"
"5140141","M","1100","0700","M"
"4124460","M","1100","0700","M"
"5149172","M","1100","0700","M"
"5570010","M","1100","0700","M"
"5147364","M","1100","0700","M"
"4120097","M","1100","0700","M"
"4121008","M","1100","0700","M"
"5147172","M","1100","0700","M"
"5147040","M","1100","0700","M"
"5570015","M","1100","0700","M"
"5147374","M","1100","0700","M"
"5149889","M","1100","0700","M"
"5147970","M","1100","0700","M"
"2427376","M","1100","0700","M"
"5570014","M","1100","0700","M"
"5148285","M","1100","0700","M"
"5148193","M","1100","0700","M"
"5570012","M","1100","0700","M"
"5146586","M","1100","0700","M"
"3356348","M","1100","0700","M"
"5149146","M","1100","0700","M"
"5147642","M","1100","0700","M"
"5570011","M","1100","0700","M"
"5570013","M","1100","0700","M"
"5147010","M","1100","0700","M"
"5144017","M","1100","0700","M"
"4125601","M","1100","0700","M"
"5144013","M","1100","0700","M"
"5143570","M","1100","0700","M"
"5144672","M","1100","0700","M"
"5144888","M","1100","0700","M"
"5142991","M","1100","0700","M"
"5142908","M","1100","0700","M"
"5145749","M","1100","0700","M"
"5146201","M","1100","0700","M"
"5145962","M","1100","0700","M"
"5145946","M","1100","0700","M"
"5146500","M","1100","0700","M"
"5145409","M","1100","0700","M"
"5573875","M","1100","0700","M"
"4121531","M","1100","0700","M"
"8885637","M","1100","9900","M"
"8880731","M","1100","9900","M"
"8880018","M","1100","9900","M"
"8880863","M","1100","9900","M"
"6232330","M","1100","9900","M"
"7905199","M","1100","9900","M"
"6124818","M","1100","9900","M"
"6236236","M","0800","9900","M"
"8887099","M","1100","9900","M"
"6234008","M","1100","9900","M"
"8080004","M","1100","9900","M"
"8080106","M","1100","9900","M"
"8080107","M","1100","9900","M"
"8080108","M","1100","9900","M"
"5578903","M","1100","9900","M"
"5576434","M","1100","9900","M"
"6918980","M","1100","9900","M"
"5579353","M","1100","9900","M"
"5579229","M","1100","9900","M"
"2357799","M","1100","9900","M"
"2424846","M","1100","9900","M"
"1322865","M","1100","9900","M"
"2425132","M","1100","9900","M"
"2422285","M","1100","9900","M"
"2420275","M","1100","9900","M"
"1320041","M","1100","9900","M"
"2424559","M","1100","9900","M"
"2424534","M","1100","9900","M"
"2420680","M","1100","9900","M"
"1390448","M","1100","9900","M"
"1394039","M","1100","9900","M"
"1870294","M","1100","9900","M"
"1327230","M","1100","9900","M"
"1326603","M","1100","9900","M"
"1327982","M","1100","9900","M"
"2281302","M","1100","9900","M"
"4128444","M","1100","9900","M"
"4129547","M","1100","9900","M"
"5572706","M","1100","9900","M"
"4125738","M","1100","9900","M"
"7309153","M","1100","0100","M"
"7302521","M","1100","0100","M"
"7904550","M","1100","0100","M"
"7304236","M","1100","0100","M"
"8974725","M","1100","0100","M"
"8084396","M","1100","0100","M"
"8087718","M","1100","0100","M"
"8087908","M","1100","0100","M"
"6440191","M","1100","0100","M"
"6444644","M","1100","0100","M"
"6447640","M","1100","0100","M"
"2280106","M","1100","0100","M"
"2426000","M","1100","0100","M"
"2280072","M","1100","0100","M"
"1701196","M","1100","0100","M"
"2426369","M","1100","0100","M"
"2422907","M","1100","0100","M"
"2366425","M","1100","0100","M"
"2420150","M","1100","0100","M"
"2288487","M","1100","0100","M"
"2285155","M","1100","0100","M"
"2284463","M","1100","0100","M"
"2284405","M","1100","0100","M"
"2280709","M","1100","0100","M"
"2285742","M","1100","0100","M"
"2280406","M","1100","0100","M"
"2286086","M","1100","0100","M"
"2280292","M","1100","0100","M"
"2285581","M","1100","0100","M"
"2285358","M","1100","0100","M"
"2285210","M","1100","0100","M"
"2287275","M","1100","0100","M"
"2288127","M","1100","0100","M"
"2288996","M","1100","0100","M"
"2289279","M","1100","0100","M"
"2289701","M","1100","0100","M"
"2281521","M","1100","0100","M"
"2281628","M","1100","0100","M"
"2288761","M","1100","0100","M"
"2288902","M","1100","0100","M"
"2429624","M","1100","0100","M"
"2618648","M","1100","0100","M"
"2427215","M","1100","0100","M"
"2429483","M","1100","0100","M"
"2612474","M","1100","0100","M"
"2612248","M","1100","0100","M"
"2612787","M","1100","0100","M"
"2610004","M","1100","0100","M"
"2610002","M","1100","0100","M"
"2610900","M","1100","0100","M"
"2613103","M","1100","0100","M"
"5441292","M","1100","0100","M"
"2612996","M","1100","0100","M"
"8888793","M","1100","0200","M"
"2280059","M","1100","0200","M"
"2280035","M","1100","0200","M"
"2280222","M","1100","0200","M"
"2287359","M","1100","0200","M"
"2285869","M","1100","0200","M"
"2289310","M","1100","0200","M"
"2282554","M","1100","0200","M"
"2281442","M","1100","0200","M"
"2281483","M","1100","0200","M"
"2287318","M","1100","0200","M"
"2288919","M","1100","0200","M"
"2281260","M","1100","0200","M"
"5570243","M","1100","0200","M"
"9476882","M","1300","0300","M"
"7790493","M","1300","0300","M"
"9473635","M","1300","0300","M"
"8985839","M","1300","0300","M"
"9473660","M","1300","0300","M"
"6991231","M","1300","0300","M"
"6236641","M","1300","0300","M"
"6235364","M","1300","0300","M"
"8980141","M","1300","0300","M"
"5620014","M","1300","0300","M"
"3655540","M","1300","0300","M"
"3656323","M","1300","0300","M"
"2644399","M","1300","0300","M"
"2630114","M","1300","0300","M"
"2638352","M","1300","0300","M"
"2637373","M","1300","0300","M"
"3172742","M","1300","0300","M"
"7793935","M","1300","0100","M"
"8983445","M","1300","0100","M"
"7791429","M","1300","0100","M"
"7793357","M","1300","0100","M"
"7792063","M","1300","0100","M"
"7792650","M","1300","0100","M"
"7790008","M","1300","0100","M"
"7791154","M","1300","0100","M"
"7958062","M","1300","0100","M"
"7952165","M","1300","0100","M"
"8776015","M","1300","0100","M"
"8778270","M","1300","0100","M"
"7957718","M","1300","0100","M"
"7957517","M","1300","0100","M"
"8775986","M","1300","0100","M"
"8098234","M","1300","0100","M"
"8980455","M","1300","0100","M"
"7314926","M","1300","0100","M"
"6231729","M","1300","0100","M"
"7316762","M","1300","0100","M"
"7956789","M","1300","0100","M"
"6236495","M","1300","0100","M"
"7955276","M","1300","0100","M"
"7797756","M","1300","0100","M"
"5578942","M","1300","0100","M"
"7798291","M","1300","0100","M"
"7798333","M","1300","0100","M"
"5577268","M","1300","0100","M"
"5726446","M","1300","0100","M"
"5726069","M","1300","0100","M"
"7799904","M","1300","0100","M"
"7799592","M","1300","0100","M"
"7799669","M","1300","0100","M"
"7799736","M","1300","0100","M"
"5620012","M","1300","0100","M"
"7794180","M","1300","0100","M"
"5721929","M","1300","0100","M"
"5721633","M","1300","0100","M"
"7798705","M","1300","0100","M"
"7799458","M","1300","0100","M"
"5720787","M","1300","0100","M"
"7799074","M","1300","0100","M"
"7794948","M","1300","0100","M"
"5576990","M","1300","0100","M"
"5575414","M","1300","0100","M"
"5729010","M","1300","0100","M"
"7795355","M","1300","0100","M"
"7795605","M","1300","0100","M"
"7794512","M","1300","0100","M"
"2365794","M","1300","0100","M"
"2425720","M","1300","0100","M"
"1046109","M","1300","0100","M"
"1677397","M","1300","0100","M"
"2360061","M","1300","0100","M"
"5570005","M","1300","0100","M"
"5573306","M","1300","0100","M"
"6122049","M","1300","9900","M"
"6121339","M","1300","9900","M"
"7705929","M","1300","9900","M"
"9474358","M","1300","9900","M"
"9472500","M","1300","9900","M"
"7791809","M","1300","9900","M"
"8988736","M","1300","9900","M"
"7096159","M","1300","9900","M"
"6282314","M","1300","9900","M"
"8775822","M","1300","9900","M"
"7090706","M","1300","9900","M"
"8770736","M","1300","9900","M"
"6284155","M","1300","9900","M"
"6285711","M","1300","9900","M"
"6230024","M","1300","9900","M"
"6230013","M","1300","9900","M"
"8981010","M","1300","9900","M"
"7310025","M","1300","9900","M"
"6233976","M","1300","9900","M"
"8980204","M","1300","9900","M"
"5578655","M","1300","9900","M"
"5579278","M","1300","9900","M"
"5577305","M","1300","9900","M"
"5720007","M","1300","9900","M"
"7870039","M","1300","9900","M"
"9479447","M","1300","9900","M"
"5576135","M","1300","9900","M"
"1081667","M","1300","9900","M"
"1081668","M","1300","9900","M"
"1390028","M","1300","9900","M"
"2367665","M","1300","9900","M"
"1390030","M","1300","9900","M"
"1025039","M","1300","9900","M"
"1391639","M","1300","9900","M"
"1676985","M","1300","9900","M"
"1671924","M","1300","9900","M"
"2360058","M","1300","9900","M"
"2360057","M","1300","9900","M"
"3332313","M","1300","9900","M"
"3332472","M","1300","9900","M"
"3332388","M","1300","9900","M"
"3332046","M","1300","9900","M"
"4124110","M","1300","9900","M"
"2875808","M","1300","9900","M"
"3337960","M","1300","9900","M"
"3336358","M","1300","9900","M"
"3564645","M","1300","9900","M"
"5573669","M","1300","9900","M"
"3331441","M","1300","9900","M"
"5571484","M","1300","9900","M"
"3332830","M","1300","9900","M"
"3332736","M","1300","9900","M"
"3872751","M","1300","9900","M"
"3333312","M","1300","9900","M"
"5573105","M","1300","9900","M"
"5572743","M","1300","9900","M"
"3358365","M","1300","9900","M"
"6238246","M","1300","0500","M"
"6230825","M","1300","0500","M"
"7641142","M","1300","0500","M"
"7877699","M","1300","0500","M"
"7877759","M","1300","0500","M"
"7879469","M","1300","0500","M"
"7879307","M","1300","0500","M"
"7870013","M","1300","0500","M"
"7873818","M","1300","0500","M"
"7871412","M","1300","0500","M"
"7871887","M","1300","0500","M"
"7876466","M","1300","0500","M"
"7877333","M","1300","0500","M"
"7877258","M","1300","0500","M"
"7797247","M","1300","0500","M"
"2883395","M","1300","0500","M"
"7790004","M","1300","0200","M"
"7318850","M","1300","0200","M"
"7318888","M","1300","0200","M"
"6123300","M","1300","0200","M"
"7792782","M","1300","0200","M"
"6237221","M","1300","0200","M"
"7796657","M","1300","0200","M"
"5727007","M","1300","0200","M"
"6280067","M","1400","0600","M"
"5640035","M","1400","0600","M"
"5642322","M","1400","0600","M"
"5640020","M","1400","0600","M"
"6287645","M","1400","0600","M"
"6287436","M","1400","0600","M"
"6070380","M","1400","0600","M"
"9473995","M","1400","0600","M"
"9474613","M","1400","0600","M"
"9474355","M","1400","0600","M"
"9476164","M","1400","0600","M"
"9476362","M","1400","0600","M"
"9478672","M","1400","0600","M"
"9477323","M","1400","0600","M"
"9475741","M","1400","0600","M"
"9479063","M","1400","0600","M"
"9476817","M","1400","0600","M"
"9476667","M","1400","0600","M"
"9477043","M","1400","0600","M"
"9470002","M","1400","0600","M"
"9471820","M","1400","0600","M"
"9472632","M","1400","0600","M"
"9702408","M","1400","0600","M"
"9472337","M","1400","0600","M"
"9472331","M","1400","0600","M"
"9470003","M","1400","0600","M"
"9472212","M","1400","0600","M"
"5648315","M","1400","0600","M"
"6232566","M","1400","0600","M"
"6232816","M","1400","0600","M"
"6233712","M","1400","0600","M"
"6235303","M","1400","0600","M"
"5645549","M","1400","0600","M"
"5644716","M","1400","0600","M"
"6237006","M","1400","0600","M"
"5643991","M","1400","0600","M"
"5646915","M","1400","0600","M"
"5646746","M","1400","0600","M"
"6128744","M","1400","0600","M"
"6230759","M","1400","0600","M"
"6230547","M","1400","0600","M"
"6231280","M","1400","0600","M"
"5721169","M","1400","0600","M"
"7790000","M","1400","0600","M"
"7877871","M","1400","0600","M"
"7792559","M","1400","0600","M"
"7877666","M","1400","0600","M"
"7878066","M","1400","0600","M"
"7878210","M","1400","0600","M"
"7950418","M","1400","0600","M"
"7950015","M","1400","0600","M"
"7950014","M","1400","0600","M"
"7952324","M","1400","0600","M"
"7879783","M","1400","0600","M"
"7879593","M","1400","0600","M"
"7950000","M","1400","0600","M"
"7872099","M","1400","0600","M"
"7872386","M","1400","0600","M"
"7873424","M","1400","0600","M"
"7874412","M","1400","0600","M"
"7874918","M","1400","0600","M"
"7874613","M","1400","0600","M"
"7874142","M","1400","0600","M"
"7873606","M","1400","0600","M"
"7870749","M","1400","0600","M"
"7870240","M","1400","0600","M"
"7871518","M","1400","0600","M"
"7870022","M","1400","0600","M"
"7870046","M","1400","0600","M"
"7870037","M","1400","0600","M"
"7870038","M","1400","0600","M"
"7871776","M","1400","0600","M"
"7877193","M","1400","0600","M"
"7876756","M","1400","0600","M"
"7875774","M","1400","0600","M"
"7793443","M","1400","0600","M"
"7797935","M","1400","0600","M"
"7799223","M","1400","0600","M"
"7799245","M","1400","0600","M"
"8230481","M","1400","0600","M"
"7959172","M","1400","0600","M"
"7959781","M","1400","0600","M"
"7959477","M","1400","0600","M"
"7959099","M","1400","0600","M"
"7958711","M","1400","0600","M"
"1810004","M","1400","0600","M"
"1810005","M","1400","0600","M"
"1810007","M","1400","0600","M"
"1810012","M","1400","0600","M"
"1810008","M","1400","0600","M"
"1810000","M","1400","0600","M"
"1812301","M","1400","0600","M"
"1811164","M","1400","0600","M"
"1810003","M","1400","0600","M"
"1810046","M","1400","0600","M"
"2281493","M","1400","0600","M"
"2281439","M","1400","0600","M"
"2281531","M","1400","0600","M"
"2281070","M","1400","0600","M"
"2281171","M","1400","0600","M"
"2281170","M","1400","0600","M"
"2281120","M","1400","0600","M"
"2281133","M","1400","0600","M"
"2281792","M","1400","0600","M"
"2282166","M","1400","0600","M"
"2282069","M","1400","0600","M"
"2282162","M","1400","0600","M"
"2281823","M","1400","0600","M"
"2282018","M","1400","0600","M"
"2280853","M","1400","0600","M"
"2280310","M","1400","0600","M"
"1078968","M","1400","0600","M"
"2280389","M","1400","0600","M"
"2284702","M","1400","0600","M"
"1077755","M","1400","0600","M"
"2287382","M","1400","0600","M"
"2280163","M","1400","0600","M"
"1079298","M","1400","0600","M"
"2280223","M","1400","0600","M"
"2280413","M","1400","0600","M"
"2280778","M","1400","0600","M"
"2280569","M","1400","0600","M"
"2280600","M","1400","0600","M"
"2280498","M","1400","0600","M"
"2280783","M","1400","0600","M"
"2280420","M","1400","0600","M"
"1079747","M","1400","0600","M"
"2280491","M","1400","0600","M"
"2280497","M","1400","0600","M"
"2288192","M","1400","0600","M"
"2288112","M","1400","0600","M"
"2285470","M","1400","0600","M"
"2285472","M","1400","0600","M"
"2287992","M","1400","0600","M"
"2288009","M","1400","0600","M"
"2285369","M","1400","0600","M"
"2285746","M","1400","0600","M"
"2285772","M","1400","0600","M"
"2285828","M","1400","0600","M"
"2284812","M","1400","0600","M"
"2284777","M","1400","0600","M"
"2285443","M","1400","0600","M"
"2285379","M","1400","0600","M"
"2284878","M","1400","0600","M"
"2285275","M","1400","0600","M"
"2286040","M","1400","0600","M"
"2287839","M","1400","0600","M"
"2287303","M","1400","0600","M"
"2285981","M","1400","0600","M"
"2287789","M","1400","0600","M"
"2287117","M","1400","0600","M"
"2287753","M","1400","0600","M"
"2287605","M","1400","0600","M"
"2287431","M","1400","0600","M"
"2286336","M","1400","0600","M"
"2286375","M","1400","0600","M"
"2286856","M","1400","0600","M"
"2286954","M","1400","0600","M"
"2286834","M","1400","0600","M"
"2283324","M","1400","0600","M"
"2283028","M","1400","0600","M"
"2289847","M","1400","0600","M"
"2289845","M","1400","0600","M"
"2283207","M","1400","0600","M"
"2283263","M","1400","0600","M"
"2289717","M","1400","0600","M"
"2289637","M","1400","0600","M"
"2283265","M","1400","0600","M"
"2282746","M","1400","0600","M"
"2282835","M","1400","0600","M"
"2289942","M","1400","0600","M"
"2282918","M","1400","0600","M"
"2282949","M","1400","0600","M"
"2282759","M","1400","0600","M"
"2284181","M","1400","0600","M"
"2283371","M","1400","0600","M"
"2283921","M","1400","0600","M"
"2283932","M","1400","0600","M"
"2288816","M","1400","0600","M"
"2284155","M","1400","0600","M"
"2284259","M","1400","0600","M"
"2284261","M","1400","0600","M"
"2284274","M","1400","0600","M"
"2284346","M","1400","0600","M"
"2289479","M","1400","0600","M"
"2289385","M","1400","0600","M"
"2283764","M","1400","0600","M"
"2289336","M","1400","0600","M"
"2283660","M","1400","0600","M"
"2420145","M","1400","0600","M"
"2420146","M","1400","0600","M"
"2420147","M","1400","0600","M"
"1065064","M","1400","0600","M"
"2420148","M","1400","0600","M"
"2420918","M","1400","0600","M"
"1070701","M","1400","0600","M"
"2420053","M","1400","0600","M"
"1049535","M","1400","0600","M"
"2022267","M","1400","0600","M"
"2424011","M","1400","0600","M"
"1073888","M","1400","0600","M"
"1074637","M","1400","0600","M"
"1073081","M","1400","0600","M"
"1074209","M","1400","0600","M"
"1075190","M","1400","0600","M"
"1073590","M","1400","0600","M"
"2280050","M","1400","0600","M"
"2280056","M","1400","0600","M"
"2280092","M","1400","0600","M"
"1076027","M","1400","0600","M"
"1072145","M","1400","0600","M"
"1071504","M","1400","0600","M"
"2700010","M","1400","0600","M"
"3357537","M","1400","0600","M"
"4120086","M","1400","0600","M"
"4124379","M","1400","0600","M"
"2428651","M","1400","0600","M"
"2428997","M","1400","0600","M"
"2429071","M","1400","0600","M"
"2631468","M","1400","0600","M"
"2632330","M","1400","0600","M"
"2630034","M","1400","0600","M"
"2630036","M","1400","0600","M"
"2636735","M","1400","0600","M"
"2630699","M","1400","0600","M"
"2630287","M","1400","0600","M"
"2636718","M","1400","0600","M"
"2630269","M","1400","0600","M"
"2876305","M","1400","0600","M"
"2877672","M","1400","0600","M"
"2870309","M","1400","0600","M"
"2871011","M","1400","0600","M"
"2871480","M","1400","0600","M"
"2879328","M","1400","0600","M"
"3655212","M","1400","0600","M"
"3659008","M","1400","0600","M"
"3659933","M","1400","0600","M"
"3657505","M","1400","0600","M"
"5440036","M","1400","0600","M"
"3564091","M","1400","0600","M"
"5442355","M","1400","0600","M"
"3650673","M","1400","0600","M"
"3642856","M","1400","0600","M"
"5441429","M","1400","0600","M"
"3171878","M","1400","0600","M"
"3650005","M","1400","0600","M"
"3650006","M","1400","0600","M"
"6120402","M","1400","0400","M"
"6120622","M","1400","0400","M"
"5728745","M","1400","0400","M"
"6123306","M","1400","0400","M"
"8984342","M","1400","0400","M"
"6122328","M","1400","0400","M"
"6126417","M","1400","0400","M"
"6126430","M","1400","0400","M"
"6129755","M","1400","0400","M"
"6214072","M","1400","0400","M"
"7649331","M","1400","0400","M"
"7647054","M","1400","0400","M"
"7649310","M","1400","0400","M"
"7649809","M","1400","0400","M"
"7649147","M","1400","0400","M"
"7640000","M","1400","0400","M"
"7640004","M","1400","0400","M"
"7640006","M","1400","0400","M"
"7640012","M","1400","0400","M"
"7640316","M","1400","0400","M"
"7641205","M","1400","0400","M"
"7641224","M","1400","0400","M"
"7641415","M","1400","0400","M"
"7642994","M","1400","0400","M"
"7640008","M","1400","0400","M"
"7640005","M","1400","0400","M"
"7090367","M","1400","0400","M"
"7090095","M","1400","0400","M"
"7303691","M","1400","0400","M"
"7958148","M","1400","0400","M"
"7310006","M","1400","0400","M"
"1185876","M","1400","0400","M"
"1186739","M","1400","0400","M"
"2420055","M","1400","0400","M"
"2420054","M","1400","0400","M"
"2425159","M","1400","0400","M"
"3651575","M","1400","0400","M"
"3652718","M","1400","0400","M"
"3656430","M","1400","0400","M"
"5640484","M","1400","1400","M"
"8779708","M","1400","1400","M"
"8770214","M","1400","1400","M"
"5649926","M","1400","1400","M"
"5645812","M","1400","1400","M"
"5642832","M","1400","1400","M"
"5647188","M","1400","1400","M"
"5646793","M","1400","1400","M"
"7878834","M","1400","1400","M"
"7872528","M","1400","1400","M"
"7796667","M","1400","1400","M"
"7876378","M","1400","1400","M"
"1710040","M","1400","1400","M"
"2288848","M","1400","1400","M"
"3335780","M","1400","1400","M"
"7708589","M","1400","0300","M"
"6121747","M","1400","0300","M"
"6120025","M","1400","0300","M"
"6123160","M","1400","0300","M"
"6122904","M","1400","0300","M"
"5756946","M","1400","0300","M"
"8777182","M","1400","0300","M"
"6283777","M","1400","0300","M"
"6281430","M","1400","0300","M"
"6284591","M","1400","0300","M"
"6287509","M","1400","0300","M"
"6284579","M","1400","0300","M"
"6129899","M","1400","0300","M"
"6128285","M","1400","0300","M"
"6127326","M","1400","0300","M"
"6127091","M","1400","0300","M"
"1128865","M","1400","0300","M"
"1671063","M","1400","0300","M"
"1674098","M","1400","0300","M"
"3331998","M","1400","0300","M"
"3332005","M","1400","0300","M"
"3332039","M","1400","0300","M"
"3338394","M","1400","0300","M"
"2880011","M","1400","0300","M"
"2887218","M","1400","0300","M"
"4752484","M","1400","0300","M"
"2429503","M","1400","0300","M"
"4750001","M","1400","0300","M"
"4750002","M","1400","0300","M"
"3337276","M","1400","0300","M"
"3337348","M","1400","0300","M"
"4758518","M","1400","0300","M"
"3334791","M","1400","0300","M"
"8983237","M","1400","0200","M"
"8980225","M","1400","0200","M"
"8980226","M","1400","0200","M"
"8982696","M","1400","0200","M"
"8980224","M","1400","0200","M"
"8980182","M","1400","0200","M"
"8980205","M","1400","0200","M"
"8980206","M","1400","0200","M"
"7873585","M","1400","0200","M"
"7874077","M","1400","0200","M"
"7877182","M","1400","0200","M"
"4126378","M","1400","0200","M"
"4128120","M","1400","0200","M"
"5445709","M","1400","0200","M"
"5440021","M","1400","0200","M"
"6280934","M","1400","0500","M"
"5641980","M","1400","0500","M"
"7871167","M","1400","0500","M"
"5577231","M","1400","0500","M"
"6286121","M","1400","0500","M"
"6285072","M","1400","0500","M"
"8770196","M","1400","0500","M"
"6281841","M","1400","0500","M"
"6288961","M","1400","0500","M"
"6289793","M","1400","0500","M"
"6120016","M","1400","0500","M"
"6123603","M","1400","0500","M"
"6123177","M","1400","0500","M"
"6124198","M","1400","0500","M"
"6120943","M","1400","0500","M"
"5644275","M","1400","0500","M"
"5644546","M","1400","0500","M"
"5647479","M","1400","0500","M"
"5646558","M","1400","0500","M"
"6127561","M","1400","0500","M"
"6127769","M","1400","0500","M"
"6128802","M","1400","0500","M"
"6128919","M","1400","0500","M"
"6128344","M","1400","0500","M"
"6124681","M","1400","0500","M"
"6129146","M","1400","0500","M"
"6129525","M","1400","0500","M"
"6129608","M","1400","0500","M"
"7879472","M","1400","0500","M"
"7872114","M","1400","0500","M"
"7870010","M","1400","0500","M"
"7872351","M","1400","0500","M"
"7874151","M","1400","0500","M"
"7871355","M","1400","0500","M"
"7870766","M","1400","0500","M"
"7871119","M","1400","0500","M"
"7870612","M","1400","0500","M"
"7870020","M","1400","0500","M"
"7870033","M","1400","0500","M"
"2281061","M","1400","0500","M"
"1085784","M","1400","0500","M"
"2288011","M","1400","0500","M"
"2288357","M","1400","0500","M"
"2287776","M","1400","0500","M"
"2286181","M","1400","0500","M"
"2280159","M","1400","0500","M"
"2289522","M","1400","0500","M"
"2283591","M","1400","0500","M"
"2063568","M","1400","0500","M"
"2025838","M","1400","0500","M"
"2023128","M","1400","0500","M"
"2700016","M","1400","0500","M"
"5573615","M","1400","0500","M"
"2703849","M","1400","0500","M"
"2703301","M","1400","0500","M"
"2630075","M","1400","0500","M"
"5574161","M","1400","0500","M"
"2700001","M","1400","0500","M"
"5574014","M","1400","0500","M"
"2875384","M","1400","0500","M"
"2870000","M","1400","0500","M"
"3350027","M","1400","0500","M"
"2707958","M","1400","0500","M"
"3652585","M","1400","0500","M"
"3332038","M","1400","0500","M"
"3656393","M","1400","0500","M"
"3560537","M","1400","0500","M"
"2705620","M","1400","0500","M"
