"2557797","M","2300","0100","M"
"2556268","M","2300","0100","M"
"2558147","M","2300","0100","M"
"2558625","M","2300","0100","M"
"2555666","M","2300","0100","M"
"2558184","M","2300","0100","M"
"2558503","M","2300","0100","M"
"2558315","M","2300","0100","M"
"2558208","M","2300","0100","M"
"2558202","M","2300","0100","M"
"2558879","M","2300","0100","M"
"2551088","M","2300","0100","M"
"2550970","M","2300","0100","M"
"2551865","M","2300","0100","M"
"2552017","M","2300","0100","M"
"2554850","M","2300","0100","M"
"2550771","M","2300","0100","M"
"2550138","M","2300","0100","M"
"2557073","M","2300","0100","M"
"2550221","M","2300","0100","M"
"2550329","M","2300","0100","M"
"2550382","M","2300","0100","M"
"2550632","M","2300","0100","M"
"2557329","M","2300","0100","M"
"2550769","M","2300","0100","M"
"2550852","M","2300","0100","M"
"2550884","M","2300","0100","M"
"2554505","M","2300","0100","M"
"2552240","M","2300","0100","M"
"2553603","M","2300","0100","M"
"2553781","M","2300","0100","M"
"2553494","M","2300","0100","M"
"2553806","M","2300","0100","M"
"2553921","M","2300","0100","M"
"2554097","M","2300","0100","M"
"2554320","M","2300","0100","M"
"2554355","M","2300","0100","M"
"2553635","M","2300","0100","M"
"2552346","M","2300","0100","M"
"2552781","M","2300","0100","M"
"2553564","M","2300","0100","M"
"2553236","M","2300","0100","M"
"2553439","M","2300","0100","M"
"2552846","M","2300","0100","M"
"6281011","M","2300","0400","M"
"6123322","M","2300","0400","M"
"6710014","M","2300","0400","M"
"6710017","M","2300","0400","M"
"6710016","M","2300","0400","M"
"6710013","M","2300","0400","M"
"6710012","M","2300","0400","M"
"6710011","M","2300","0400","M"
"6710010","M","2300","0400","M"
"6710021","M","2300","0400","M"
"6710015","M","2300","0400","M"
"6710018","M","2300","0400","M"
"6585392","M","2300","0400","M"
"6710022","M","2300","0400","M"
"6710020","M","2300","0400","M"
"6710019","M","2300","0400","M"
"2420049","M","2300","0400","M"
"1076561","M","2300","0400","M"
"1077700","M","2300","0400","M"
"1070132","M","2300","0400","M"
"1072121","M","2300","0400","M"
"1077960","M","2300","0400","M"
"1078913","M","2300","0400","M"
"2420651","M","2300","0400","M"
"1072824","M","2300","0400","M"
"1079588","M","2300","0400","M"
"1072679","M","2300","0400","M"
"1079600","M","2300","0400","M"
"1074951","M","2300","0400","M"
"1074994","M","2300","0400","M"
"1072670","M","2300","0400","M"
"1075728","M","2300","0400","M"
"1075834","M","2300","0400","M"
"1076257","M","2300","0400","M"
"2013054","M","2300","0400","M"
"2554829","M","2300","0400","M"
"2558712","M","2300","0400","M"
"7307108","M","2400","0100","M"
"7986287","M","2400","0100","M"
"7985547","M","2400","0100","M"
"7983310","M","2400","0100","M"
"7980300","M","2400","0100","M"
"8970766","M","2400","0100","M"
"8981718","M","2400","0100","M"
"8039595","M","2400","0100","M"
"8096571","M","2400","0100","M"
"8083265","M","2400","0100","M"
"7212620","M","2400","0100","M"
"7985382","M","2400","0100","M"
"7215599","M","2400","0100","M"
"7218436","M","2400","0100","M"
"6650274","M","2400","0100","M"
"6239862","M","2400","0100","M"
"7217390","M","2400","0100","M"
"7219006","M","2400","0100","M"
"6235270","M","2400","0100","M"
"7218652","M","2400","0100","M"
"6232697","M","2400","0100","M"
"6654425","M","2400","0100","M"
"1329751","M","2400","0100","M"
"1328765","M","2400","0100","M"
"1328479","M","2400","0100","M"
"1324256","M","2400","0100","M"
"1320265","M","2400","0100","M"
"1322416","M","2400","0100","M"
"1953721","M","2400","0100","M"
"1955046","M","2400","0100","M"
"1954794","M","2400","0100","M"
"1954797","M","2400","0100","M"
"1954859","M","2400","0100","M"
"1954927","M","2400","0100","M"
"1954966","M","2400","0100","M"
"1954993","M","2400","0100","M"
"1954999","M","2400","0100","M"
"1955022","M","2400","0100","M"
"1955244","M","2400","0100","M"
"1955026","M","2400","0100","M"
"1954712","M","2400","0100","M"
"1955078","M","2400","0100","M"
"1955079","M","2400","0100","M"
"1955200","M","2400","0100","M"
"1955216","M","2400","0100","M"
"1955219","M","2400","0100","M"
"1955220","M","2400","0100","M"
"1955223","M","2400","0100","M"
"1954262","M","2400","0100","M"
"1955025","M","2400","0100","M"
"1954514","M","2400","0100","M"
"1951931","M","2400","0100","M"
"1954304","M","2400","0100","M"
"1954320","M","2400","0100","M"
"1954353","M","2400","0100","M"
"1954354","M","2400","0100","M"
"1954371","M","2400","0100","M"
"1954392","M","2400","0100","M"
"1954471","M","2400","0100","M"
"1954734","M","2400","0100","M"
"1954502","M","2400","0100","M"
"1954726","M","2400","0100","M"
"1954536","M","2400","0100","M"
"1954565","M","2400","0100","M"
"1954597","M","2400","0100","M"
"1954624","M","2400","0100","M"
"1954629","M","2400","0100","M"
"1954643","M","2400","0100","M"
"1954671","M","2400","0100","M"
"1954683","M","2400","0100","M"
"1955258","M","2400","0100","M"
"1954489","M","2400","0100","M"
"1956154","M","2400","0100","M"
"1955860","M","2400","0100","M"
"1955866","M","2400","0100","M"
"1955875","M","2400","0100","M"
"1955914","M","2400","0100","M"
"1955991","M","2400","0100","M"
"1956002","M","2400","0100","M"
"1956018","M","2400","0100","M"
"1956069","M","2400","0100","M"
"1955231","M","2400","0100","M"
"1956127","M","2400","0100","M"
"1955770","M","2400","0100","M"
"1956156","M","2400","0100","M"
"1956179","M","2400","0100","M"
"1956191","M","2400","0100","M"
"1956194","M","2400","0100","M"
"1956209","M","2400","0100","M"
"1956214","M","2400","0100","M"
"1956231","M","2400","0100","M"
"1956238","M","2400","0100","M"
"1956078","M","2400","0100","M"
"1955538","M","2400","0100","M"
"1955309","M","2400","0100","M"
"1955359","M","2400","0100","M"
"1955380","M","2400","0100","M"
"1955382","M","2400","0100","M"
"1955391","M","2400","0100","M"
"1955417","M","2400","0100","M"
"1955431","M","2400","0100","M"
"1955440","M","2400","0100","M"
"1955856","M","2400","0100","M"
"1955537","M","2400","0100","M"
"1955780","M","2400","0100","M"
"1955545","M","2400","0100","M"
"1955546","M","2400","0100","M"
"1955667","M","2400","0100","M"
"1955671","M","2400","0100","M"
"1955703","M","2400","0100","M"
"1955718","M","2400","0100","M"
"1955739","M","2400","0100","M"
"1955743","M","2400","0100","M"
"1954241","M","2400","0100","M"
"1955499","M","2400","0100","M"
"1952748","M","2400","0100","M"
"1952565","M","2400","0100","M"
"1952599","M","2400","0100","M"
"1952608","M","2400","0100","M"
"1952637","M","2400","0100","M"
"1952675","M","2400","0100","M"
"1952685","M","2400","0100","M"
"1952701","M","2400","0100","M"
"1952703","M","2400","0100","M"
"1952927","M","2400","0100","M"
"1952741","M","2400","0100","M"
"1952500","M","2400","0100","M"
"1952784","M","2400","0100","M"
"1952823","M","2400","0100","M"
"1952825","M","2400","0100","M"
"1952857","M","2400","0100","M"
"1952877","M","2400","0100","M"
"1952888","M","2400","0100","M"
"1952898","M","2400","0100","M"
"1954273","M","2400","0100","M"
"1952723","M","2400","0100","M"
"1952334","M","2400","0100","M"
"1951960","M","2400","0100","M"
"1952067","M","2400","0100","M"
"1952086","M","2400","0100","M"
"1952110","M","2400","0100","M"
"1952168","M","2400","0100","M"
"1952243","M","2400","0100","M"
"1952259","M","2400","0100","M"
"1952285","M","2400","0100","M"
"1952531","M","2400","0100","M"
"1952293","M","2400","0100","M"
"1952520","M","2400","0100","M"
"1952344","M","2400","0100","M"
"1952365","M","2400","0100","M"
"1952366","M","2400","0100","M"
"1952373","M","2400","0100","M"
"1952413","M","2400","0100","M"
"1952466","M","2400","0100","M"
"1952484","M","2400","0100","M"
"1952496","M","2400","0100","M"
"1952939","M","2400","0100","M"
"1952292","M","2400","0100","M"
"1953648","M","2400","0100","M"
"1953347","M","2400","0100","M"
"1953376","M","2400","0100","M"
"1953421","M","2400","0100","M"
"1953454","M","2400","0100","M"
"1953460","M","2400","0100","M"
"1953470","M","2400","0100","M"
"1953506","M","2400","0100","M"
"1953529","M","2400","0100","M"
"1952920","M","2400","0100","M"
"1953615","M","2400","0100","M"
"1953318","M","2400","0100","M"
"1953679","M","2400","0100","M"
"1953752","M","2400","0100","M"
"1953924","M","2400","0100","M"
"1953955","M","2400","0100","M"
"1954038","M","2400","0100","M"
"1954086","M","2400","0100","M"
"1954147","M","2400","0100","M"
"1954218","M","2400","0100","M"
"1953545","M","2400","0100","M"
"1953142","M","2400","0100","M"
"1952946","M","2400","0100","M"
"1952947","M","2400","0100","M"
"1952968","M","2400","0100","M"
"1953012","M","2400","0100","M"
"1953037","M","2400","0100","M"
"1953049","M","2400","0100","M"
"1953057","M","2400","0100","M"
"1953064","M","2400","0100","M"
"1953345","M","2400","0100","M"
"1953138","M","2400","0100","M"
"1953340","M","2400","0100","M"
"1953165","M","2400","0100","M"
"1953169","M","2400","0100","M"
"1953185","M","2400","0100","M"
"1953209","M","2400","0100","M"
"1953211","M","2400","0100","M"
"1953220","M","2400","0100","M"
"1953278","M","2400","0100","M"
"1953301","M","2400","0100","M"
"1956358","M","2400","0100","M"
"1953074","M","2400","0100","M"
"1959451","M","2400","0100","M"
"1959223","M","2400","0100","M"
"1959226","M","2400","0100","M"
"1959266","M","2400","0100","M"
"1959306","M","2400","0100","M"
"1959313","M","2400","0100","M"
"1959347","M","2400","0100","M"
"1959357","M","2400","0100","M"
"1959364","M","2400","0100","M"
"1959771","M","2400","0100","M"
"1959442","M","2400","0100","M"
"1959136","M","2400","0100","M"
"1959552","M","2400","0100","M"
"1959560","M","2400","0100","M"
"1959589","M","2400","0100","M"
"1959710","M","2400","0100","M"
"1959720","M","2400","0100","M"
"1959726","M","2400","0100","M"
"1959743","M","2400","0100","M"
"1956248","M","2400","0100","M"
"1959388","M","2400","0100","M"
"1958922","M","2400","0100","M"
"1958567","M","2400","0100","M"
"1958625","M","2400","0100","M"
"1958629","M","2400","0100","M"
"1958645","M","2400","0100","M"
"1958684","M","2400","0100","M"
"1958706","M","2400","0100","M"
"1958743","M","2400","0100","M"
"1959216","M","2400","0100","M"
"1958910","M","2400","0100","M"
"1959184","M","2400","0100","M"
"1958961","M","2400","0100","M"
"1959018","M","2400","0100","M"
"1959019","M","2400","0100","M"
"1959051","M","2400","0100","M"
"1959073","M","2400","0100","M"
"1959078","M","2400","0100","M"
"1959117","M","2400","0100","M"
"1959772","M","2400","0100","M"
"1958770","M","2400","0100","M"
"1959752","M","2400","0100","M"
"2067351","M","2400","0100","M"
"1959936","M","2400","0100","M"
"1959790","M","2400","0100","M"
"1959807","M","2400","0100","M"
"1959810","M","2400","0100","M"
"1959818","M","2400","0100","M"
"1959823","M","2400","0100","M"
"1959832","M","2400","0100","M"
"1959837","M","2400","0100","M"
"1959886","M","2400","0100","M"
"1959918","M","2400","0100","M"
"1959950","M","2400","0100","M"
"1959981","M","2400","0100","M"
"2061966","M","2400","0100","M"
"2064633","M","2400","0100","M"
"1958547","M","2400","0100","M"
"1959898","M","2400","0100","M"
"1957302","M","2400","0100","M"
"1957070","M","2400","0100","M"
"1957080","M","2400","0100","M"
"1957103","M","2400","0100","M"
"1957122","M","2400","0100","M"
"1957157","M","2400","0100","M"
"1957192","M","2400","0100","M"
"1957213","M","2400","0100","M"
"1958553","M","2400","0100","M"
"1957250","M","2400","0100","M"
"1957024","M","2400","0100","M"
"1957361","M","2400","0100","M"
"1957380","M","2400","0100","M"
"1957428","M","2400","0100","M"
"1957488","M","2400","0100","M"
"1957500","M","2400","0100","M"
"1957505","M","2400","0100","M"
"1957539","M","2400","0100","M"
"1957223","M","2400","0100","M"
"1956638","M","2400","0100","M"
"1957205","M","2400","0100","M"
"1956364","M","2400","0100","M"
"1956369","M","2400","0100","M"
"1956403","M","2400","0100","M"
"1956440","M","2400","0100","M"
"1956450","M","2400","0100","M"
"1956460","M","2400","0100","M"
"1956465","M","2400","0100","M"
"1957059","M","2400","0100","M"
"1956628","M","2400","0100","M"
"1957042","M","2400","0100","M"
"1956744","M","2400","0100","M"
"1956778","M","2400","0100","M"
"1956854","M","2400","0100","M"
"1956889","M","2400","0100","M"
"1956921","M","2400","0100","M"
"1956922","M","2400","0100","M"
"1956923","M","2400","0100","M"
"1957015","M","2400","0100","M"
"1957556","M","2400","0100","M"
"1956509","M","2400","0100","M"
"1958256","M","2400","0100","M"
"1957550","M","2400","0100","M"
"1958093","M","2400","0100","M"
"1958116","M","2400","0100","M"
"1958120","M","2400","0100","M"
"1958126","M","2400","0100","M"
"1958132","M","2400","0100","M"
"1958159","M","2400","0100","M"
"1958173","M","2400","0100","M"
"1957987","M","2400","0100","M"
"1958231","M","2400","0100","M"
"1957954","M","2400","0100","M"
"1958307","M","2400","0100","M"
"1958323","M","2400","0100","M"
"1958384","M","2400","0100","M"
"1958407","M","2400","0100","M"
"1958434","M","2400","0100","M"
"1958465","M","2400","0100","M"
"1958513","M","2400","0100","M"
"1958534","M","2400","0100","M"
"1956328","M","2400","0100","M"
"1958212","M","2400","0100","M"
"1957750","M","2400","0100","M"
"1958548","M","2400","0100","M"
"1957565","M","2400","0100","M"
"1957569","M","2400","0100","M"
"1957609","M","2400","0100","M"
"1957616","M","2400","0100","M"
"1957621","M","2400","0100","M"
"1957643","M","2400","0100","M"
"1957706","M","2400","0100","M"
"1958066","M","2400","0100","M"
"1957734","M","2400","0100","M"
"1957551","M","2400","0100","M"
"1957801","M","2400","0100","M"
"1957814","M","2400","0100","M"
"1957852","M","2400","0100","M"
"1957855","M","2400","0100","M"
"1957862","M","2400","0100","M"
"1957870","M","2400","0100","M"
"1957908","M","2400","0100","M"
"1957922","M","2400","0100","M"
"1957709","M","2400","0100","M"
"1950036","M","2400","0100","M"
"1950024","M","2400","0100","M"
"1950027","M","2400","0100","M"
"1950028","M","2400","0100","M"
"1950029","M","2400","0100","M"
"1950030","M","2400","0100","M"
"1950031","M","2400","0100","M"
"1950033","M","2400","0100","M"
"1950046","M","2400","0100","M"
"1950035","M","2400","0100","M"
"1950020","M","2400","0100","M"
"1950037","M","2400","0100","M"
"1950039","M","2400","0100","M"
"1950040","M","2400","0100","M"
"1950041","M","2400","0100","M"
"1950042","M","2400","0100","M"
"1950043","M","2400","0100","M"
"1950044","M","2400","0100","M"
"1950120","M","2400","0100","M"
"1950034","M","2400","0100","M"
"1950012","M","2400","0100","M"
"1879803","M","2400","0100","M"
"1950002","M","2400","0100","M"
"1950004","M","2400","0100","M"
"1950005","M","2400","0100","M"
"1950006","M","2400","0100","M"
"1950023","M","2400","0100","M"
"1950011","M","2400","0100","M"
"1950022","M","2400","0100","M"
"1950013","M","2400","0100","M"
"1950014","M","2400","0100","M"
"1950015","M","2400","0100","M"
"1950016","M","2400","0100","M"
"1950017","M","2400","0100","M"
"1950018","M","2400","0100","M"
"1950019","M","2400","0100","M"
"1950047","M","2400","0100","M"
"1950008","M","2400","0100","M"
"1950107","M","2400","0100","M"
"1950080","M","2400","0100","M"
"1950088","M","2400","0100","M"
"1950089","M","2400","0100","M"
"1950091","M","2400","0100","M"
"1950093","M","2400","0100","M"
"1950102","M","2400","0100","M"
"1950103","M","2400","0100","M"
"1950045","M","2400","0100","M"
"1950106","M","2400","0100","M"
"1950076","M","2400","0100","M"
"1950110","M","2400","0100","M"
"1950111","M","2400","0100","M"
"1950112","M","2400","0100","M"
"1950113","M","2400","0100","M"
"1950114","M","2400","0100","M"
"1950115","M","2400","0100","M"
"1950116","M","2400","0100","M"
"1950117","M","2400","0100","M"
"1950104","M","2400","0100","M"
"1950066","M","2400","0100","M"
"1950048","M","2400","0100","M"
"1950049","M","2400","0100","M"
"1950050","M","2400","0100","M"
"1950051","M","2400","0100","M"
"1950052","M","2400","0100","M"
"1950057","M","2400","0100","M"
"1950058","M","2400","0100","M"
"1950059","M","2400","0100","M"
"1950079","M","2400","0100","M"
"1950064","M","2400","0100","M"
"1950078","M","2400","0100","M"
"1950067","M","2400","0100","M"
"1950068","M","2400","0100","M"
"1950069","M","2400","0100","M"
"1950071","M","2400","0100","M"
"1950072","M","2400","0100","M"
"1950074","M","2400","0100","M"
"1950062","M","2400","0100","M"
"1666700","M","2400","0100","M"
"1665346","M","2400","0100","M"
"1665348","M","2400","0100","M"
"1665454","M","2400","0100","M"
"1665626","M","2400","0100","M"
"1665671","M","2400","0100","M"
"1665779","M","2400","0100","M"
"1666290","M","2400","0100","M"
"1666684","M","2400","0100","M"
"1663816","M","2400","0100","M"
"1666786","M","2400","0100","M"
"1666848","M","2400","0100","M"
"1666962","M","2400","0100","M"
"1667417","M","2400","0100","M"
"1667975","M","2400","0100","M"
"1667999","M","2400","0100","M"
"1668042","M","2400","0100","M"
"1668066","M","2400","0100","M"
"1666363","M","2400","0100","M"
"1661964","M","2400","0100","M"
"1660660","M","2400","0100","M"
"1661290","M","2400","0100","M"
"1661318","M","2400","0100","M"
"1661329","M","2400","0100","M"
"1661649","M","2400","0100","M"
"1660497","M","2400","0100","M"
"1661712","M","2400","0100","M"
"1957221","M","2400","0100","M"
"1664425","M","2400","0100","M"
"1661954","M","2400","0100","M"
"1664396","M","2400","0100","M"
"1662369","M","2400","0100","M"
"1662660","M","2400","0100","M"
"1662959","M","2400","0100","M"
"1663102","M","2400","0100","M"
"1663112","M","2400","0100","M"
"1663692","M","2400","0100","M"
"1663713","M","2400","0100","M"
"1668196","M","2400","0100","M"
"1951888","M","2400","0100","M"
"1875321","M","2400","0100","M"
"1668109","M","2400","0100","M"
"1873740","M","2400","0100","M"
"1874734","M","2400","0100","M"
"1875006","M","2400","0100","M"
"1871187","M","2400","0100","M"
"1876634","M","2400","0100","M"
"1874900","M","2400","0100","M"
"1669569","M","2400","0100","M"
"1668447","M","2400","0100","M"
"1668505","M","2400","0100","M"
"1668951","M","2400","0100","M"
"1668960","M","2400","0100","M"
"1669037","M","2400","0100","M"
"1669098","M","2400","0100","M"
"1669133","M","2400","0100","M"
"1669447","M","2400","0100","M"
"1668193","M","2400","0100","M"
"1669907","M","2400","0100","M"
"1870002","M","2400","0100","M"
"1870004","M","2400","0100","M"
"1669381","M","2400","0100","M"
"1950695","M","2400","0100","M"
"1950928","M","2400","0100","M"
"1950382","M","2400","0100","M"
"1950402","M","2400","0100","M"
"1950407","M","2400","0100","M"
"1950443","M","2400","0100","M"
"1950484","M","2400","0100","M"
"1950574","M","2400","0100","M"
"1950596","M","2400","0100","M"
"1950352","M","2400","0100","M"
"1950636","M","2400","0100","M"
"1950345","M","2400","0100","M"
"1950705","M","2400","0100","M"
"1950767","M","2400","0100","M"
"1950779","M","2400","0100","M"
"1950828","M","2400","0100","M"
"1950862","M","2400","0100","M"
"1950867","M","2400","0100","M"
"1950209","M","2400","0100","M"
"1950619","M","2400","0100","M"
"1950223","M","2400","0100","M"
"1950210","M","2400","0100","M"
"1950211","M","2400","0100","M"
"1950212","M","2400","0100","M"
"1950213","M","2400","0100","M"
"1950216","M","2400","0100","M"
"1950217","M","2400","0100","M"
"1950218","M","2400","0100","M"
"1950219","M","2400","0100","M"
"1950379","M","2400","0100","M"
"1950222","M","2400","0100","M"
"1951031","M","2400","0100","M"
"1950226","M","2400","0100","M"
"1950227","M","2400","0100","M"
"1950228","M","2400","0100","M"
"1950229","M","2400","0100","M"
"1950231","M","2400","0100","M"
"1950235","M","2400","0100","M"
"1950290","M","2400","0100","M"
"1950325","M","2400","0100","M"
"1950220","M","2400","0100","M"
"1951722","M","2400","0100","M"
"1950902","M","2400","0100","M"
"1950121","M","2400","0100","M"
"1951590","M","2400","0100","M"
"1951604","M","2400","0100","M"
"1951630","M","2400","0100","M"
"1951648","M","2400","0100","M"
"1951656","M","2400","0100","M"
"1951492","M","2400","0100","M"
"1951715","M","2400","0100","M"
"1951481","M","2400","0100","M"
"1951737","M","2400","0100","M"
"1951757","M","2400","0100","M"
"1951793","M","2400","0100","M"
"1951800","M","2400","0100","M"
"1951875","M","2400","0100","M"
"1951844","M","2400","0100","M"
"1951822","M","2400","0100","M"
"1951818","M","2400","0100","M"
"1951690","M","2400","0100","M"
"1951272","M","2400","0100","M"
"1951048","M","2400","0100","M"
"1951061","M","2400","0100","M"
"1951094","M","2400","0100","M"
"1951104","M","2400","0100","M"
"1951156","M","2400","0100","M"
"1951170","M","2400","0100","M"
"1951216","M","2400","0100","M"
"1951247","M","2400","0100","M"
"1951566","M","2400","0100","M"
"1951267","M","2400","0100","M"
"1951030","M","2400","0100","M"
"1951292","M","2400","0100","M"
"1951317","M","2400","0100","M"
"1951345","M","2400","0100","M"
"1951346","M","2400","0100","M"
"1951403","M","2400","0100","M"
"1951421","M","2400","0100","M"
"1951448","M","2400","0100","M"
"1951453","M","2400","0100","M"
"1951261","M","2400","0100","M"
"1950161","M","2400","0100","M"
"1950177","M","2400","0100","M"
"1950149","M","2400","0100","M"
"1950150","M","2400","0100","M"
"1950151","M","2400","0100","M"
"1950152","M","2400","0100","M"
"1950155","M","2400","0100","M"
"1950156","M","2400","0100","M"
"1950157","M","2400","0100","M"
"1950147","M","2400","0100","M"
"1950159","M","2400","0100","M"
"1950145","M","2400","0100","M"
"1950162","M","2400","0100","M"
"1950168","M","2400","0100","M"
"1950169","M","2400","0100","M"
"1950171","M","2400","0100","M"
"1950172","M","2400","0100","M"
"1950173","M","2400","0100","M"
"1950174","M","2400","0100","M"
"1950175","M","2400","0100","M"
"1950176","M","2400","0100","M"
"1950158","M","2400","0100","M"
"1951043","M","2400","0100","M"
"1950128","M","2400","0100","M"
"1950129","M","2400","0100","M"
"1950130","M","2400","0100","M"
"1950131","M","2400","0100","M"
"1950132","M","2400","0100","M"
"1950133","M","2400","0100","M"
"1950135","M","2400","0100","M"
"1950136","M","2400","0100","M"
"1950148","M","2400","0100","M"
"1950137","M","2400","0100","M"
"1950146","M","2400","0100","M"
"1950208","M","2400","0100","M"
"1950126","M","2400","0100","M"
"1950138","M","2400","0100","M"
"1950125","M","2400","0100","M"
"1950139","M","2400","0100","M"
"1950140","M","2400","0100","M"
"1950141","M","2400","0100","M"
"1950143","M","2400","0100","M"
"1950144","M","2400","0100","M"
"1950127","M","2400","0100","M"
"1950122","M","2400","0100","M"
"1950183","M","2400","0100","M"
"1950190","M","2400","0100","M"
"1950185","M","2400","0100","M"
"1950192","M","2400","0100","M"
"1950201","M","2400","0100","M"
"1950186","M","2400","0100","M"
"1950182","M","2400","0100","M"
"1950196","M","2400","0100","M"
"1950207","M","2400","0100","M"
"1950195","M","2400","0100","M"
"1950194","M","2400","0100","M"
"1950188","M","2400","0100","M"
"1950189","M","2400","0100","M"
"1950193","M","2400","0100","M"
"1950206","M","2400","0100","M"
"1950187","M","2400","0100","M"
"1950180","M","2400","0100","M"
"1950202","M","2400","0100","M"
"1950181","M","2400","0100","M"
"1950203","M","2400","0100","M"
"1950205","M","2400","0100","M"
"1950178","M","2400","0100","M"
"1950123","M","2400","0100","M"
"1950179","M","2400","0100","M"
"1950204","M","2400","0100","M"
"3330911","M","2400","0100","M"
"3330892","M","2400","0100","M"
"3330894","M","2400","0100","M"
"3330895","M","2400","0100","M"
"3330893","M","2400","0100","M"
"3330908","M","2400","0100","M"
"3330921","M","2400","0100","M"
"3330920","M","2400","0100","M"
"3330919","M","2400","0100","M"
"3330918","M","2400","0100","M"
"3330917","M","2400","0100","M"
"3330916","M","2400","0100","M"
"3330914","M","2400","0100","M"
"3330913","M","2400","0100","M"
"3330909","M","2400","0100","M"
"3330910","M","2400","0100","M"
"3330896","M","2400","0100","M"
"3330906","M","2400","0100","M"
"3330905","M","2400","0100","M"
"3330904","M","2400","0100","M"
"3330903","M","2400","0100","M"
"3330901","M","2400","0100","M"
"3330900","M","2400","0100","M"
"3330899","M","2400","0100","M"
"3330898","M","2400","0100","M"
"3330897","M","2400","0100","M"
"3330912","M","2400","0100","M"
"3330841","M","2400","0100","M"
"3330856","M","2400","0100","M"
"3330834","M","2400","0100","M"
"3330835","M","2400","0100","M"
"3330836","M","2400","0100","M"
"3330837","M","2400","0100","M"
"3330832","M","2400","0100","M"
"3330839","M","2400","0100","M"
"3330831","M","2400","0100","M"
"3330843","M","2400","0100","M"
"3330844","M","2400","0100","M"
"3330847","M","2400","0100","M"
"3330848","M","2400","0100","M"
"3330849","M","2400","0100","M"
"3330850","M","2400","0100","M"
"3330838","M","2400","0100","M"
"3330823","M","2400","0100","M"
"3330816","M","2400","0100","M"
"3330817","M","2400","0100","M"
"3330818","M","2400","0100","M"
"3330819","M","2400","0100","M"
"3330820","M","2400","0100","M"
"3330833","M","2400","0100","M"
"3330822","M","2400","0100","M"
"3330853","M","2400","0100","M"
"3330824","M","2400","0100","M"
"3330825","M","2400","0100","M"
"3330826","M","2400","0100","M"
"3330827","M","2400","0100","M"
"3330829","M","2400","0100","M"
"3330830","M","2400","0100","M"
"3330821","M","2400","0100","M"
"3330879","M","2400","0100","M"
"3330871","M","2400","0100","M"
"3330872","M","2400","0100","M"
"3330873","M","2400","0100","M"
"3330875","M","2400","0100","M"
"3330876","M","2400","0100","M"
"3330851","M","2400","0100","M"
"3330878","M","2400","0100","M"
"3330868","M","2400","0100","M"
"3330882","M","2400","0100","M"
"3330883","M","2400","0100","M"
"3330885","M","2400","0100","M"
"3330886","M","2400","0100","M"
"3330887","M","2400","0100","M"
"3330888","M","2400","0100","M"
"3330877","M","2400","0100","M"
"3330862","M","2400","0100","M"
"3330891","M","2400","0100","M"
"3330975","M","2400","0100","M"
"3330855","M","2400","0100","M"
"3330922","M","2400","0100","M"
"3330858","M","2400","0100","M"
"3331063","M","2400","0100","M"
"3330870","M","2400","0100","M"
"3330861","M","2400","0100","M"
"3330869","M","2400","0100","M"
"3330863","M","2400","0100","M"
"3330864","M","2400","0100","M"
"3330865","M","2400","0100","M"
"3330866","M","2400","0100","M"
"3330867","M","2400","0100","M"
"3330852","M","2400","0100","M"
"3330860","M","2400","0100","M"
"3331015","M","2400","0100","M"
"3331002","M","2400","0100","M"
"3331029","M","2400","0100","M"
"3331028","M","2400","0100","M"
"3331027","M","2400","0100","M"
"3331025","M","2400","0100","M"
"3331024","M","2400","0100","M"
"3331022","M","2400","0100","M"
"3331019","M","2400","0100","M"
"3331018","M","2400","0100","M"
"3331031","M","2400","0100","M"
"3331016","M","2400","0100","M"
"3331033","M","2400","0100","M"
"3331012","M","2400","0100","M"
"3331011","M","2400","0100","M"
"3331010","M","2400","0100","M"
"3331061","M","2400","0100","M"
"3331009","M","2400","0100","M"
"3331008","M","2400","0100","M"
"3331007","M","2400","0100","M"
"3331062","M","2400","0100","M"
"3331006","M","2400","0100","M"
"3330971","M","2400","0100","M"
"3331017","M","2400","0100","M"
"3331049","M","2400","0100","M"
"3331056","M","2400","0100","M"
"3330815","M","2400","0100","M"
"3331057","M","2400","0100","M"
"3331058","M","2400","0100","M"
"3331060","M","2400","0100","M"
"3331055","M","2400","0100","M"
"3331054","M","2400","0100","M"
"3331053","M","2400","0100","M"
"3331052","M","2400","0100","M"
"3331030","M","2400","0100","M"
"3331050","M","2400","0100","M"
"3331001","M","2400","0100","M"
"3331048","M","2400","0100","M"
"3331047","M","2400","0100","M"
"3331046","M","2400","0100","M"
"3331045","M","2400","0100","M"
"3331044","M","2400","0100","M"
"3331042","M","2400","0100","M"
"3331041","M","2400","0100","M"
"3331040","M","2400","0100","M"
"3331035","M","2400","0100","M"
"3331034","M","2400","0100","M"
"3331051","M","2400","0100","M"
"3330943","M","2400","0100","M"
"3331003","M","2400","0100","M"
"3330958","M","2400","0100","M"
"3330957","M","2400","0100","M"
"3330956","M","2400","0100","M"
"3330955","M","2400","0100","M"
"3330953","M","2400","0100","M"
"3330952","M","2400","0100","M"
"3330949","M","2400","0100","M"
"3330948","M","2400","0100","M"
"3330965","M","2400","0100","M"
"3330944","M","2400","0100","M"
"3330966","M","2400","0100","M"
"3330942","M","2400","0100","M"
"3330940","M","2400","0100","M"
"3330939","M","2400","0100","M"
"3330938","M","2400","0100","M"
"3330936","M","2400","0100","M"
"3330934","M","2400","0100","M"
